run,config_name,total_food,food_competition_events,proximity_events,agents_alive_at_end,mean_success,food_gini_coefficient,social_feeding_events,aggregation_index,alarm_evasion_events,food_sharing_events,territorial_index,alarm_response_rate
1399,mlpppo_small_5agents_mixed_phenotype_oracle,45,4,1144,0,0.8000,0.0889,1146,0.8351,0,0,0.0186,0.0000
1400,mlpppo_small_5agents_mixed_phenotype_oracle,46,4,1079,0,0.6000,0.0609,1079,0.8573,0,0,0.1016,0.0000
1401,mlpppo_small_5agents_mixed_phenotype_oracle,48,8,844,0,0.8000,0.0333,846,0.7671,0,0,0.0512,0.0000
1402,mlpppo_small_5agents_mixed_phenotype_oracle,49,6,867,0,0.8000,0.0163,868,0.7919,0,0,0.0668,0.0000
1403,mlpppo_small_5agents_mixed_phenotype_oracle,50,1,905,0,1.0000,0.0000,907,0.7660,0,0,0.0652,0.0000
1404,mlpppo_small_5agents_mixed_phenotype_oracle,50,4,924,0,1.0000,0.0000,924,0.8360,0,0,0.1062,0.0000
1405,mlpppo_small_5agents_mixed_phenotype_oracle,50,2,810,0,1.0000,0.0000,814,0.7411,0,0,0.0836,0.0000
1406,mlpppo_small_5agents_mixed_phenotype_oracle,44,4,913,0,0.8000,0.1091,912,0.8315,0,0,0.1358,0.0000
1407,mlpppo_small_5agents_mixed_phenotype_oracle,50,5,1126,0,1.0000,0.0000,1128,0.8522,0,0,0.0819,0.0000
1408,mlpppo_small_5agents_mixed_phenotype_oracle,46,8,905,0,0.8000,0.0696,909,0.8561,0,0,0.0957,0.0000
1409,mlpppo_small_5agents_mixed_phenotype_oracle,40,5,870,0,0.8000,0.2000,872,0.8026,0,0,0.0756,0.0000
1410,mlpppo_small_5agents_mixed_phenotype_oracle,48,9,1008,0,0.6000,0.0250,1008,0.8401,0,0,0.1211,0.0000
1411,mlpppo_small_5agents_mixed_phenotype_oracle,49,3,1116,0,0.8000,0.0163,1115,0.8352,0,0,0.0884,0.0000
1412,mlpppo_small_5agents_mixed_phenotype_oracle,49,2,1072,0,0.8000,0.0163,1076,0.8614,0,0,0.0724,0.0000
1413,mlpppo_small_5agents_mixed_phenotype_oracle,48,2,1014,0,0.8000,0.0333,1016,0.8570,0,0,0.0990,0.0000
1414,mlpppo_small_5agents_mixed_phenotype_oracle,46,3,1252,0,0.6000,0.0609,1252,0.8829,0,0,0.0813,0.0000
1415,mlpppo_small_5agents_mixed_phenotype_oracle,48,2,989,0,0.8000,0.0333,994,0.8023,0,0,0.0841,0.0000
1416,mlpppo_small_5agents_mixed_phenotype_oracle,46,6,1230,0,0.6000,0.0522,1232,0.8409,0,0,0.0816,0.0000
1417,mlpppo_small_5agents_mixed_phenotype_oracle,48,6,1163,0,0.8000,0.0333,1165,0.8291,0,0,0.1090,0.0000
1418,mlpppo_small_5agents_mixed_phenotype_oracle,46,5,1087,0,0.8000,0.0696,1089,0.8596,0,0,0.0795,0.0000
1419,mlpppo_small_5agents_mixed_phenotype_oracle,49,5,1183,0,0.8000,0.0163,1182,0.8732,0,0,0.0802,0.0000
1420,mlpppo_small_5agents_mixed_phenotype_oracle,49,6,916,0,0.8000,0.0163,918,0.8183,0,0,0.0411,0.0000
1421,mlpppo_small_5agents_mixed_phenotype_oracle,49,5,1100,0,0.8000,0.0163,1100,0.8296,0,0,0.0482,0.0000
1422,mlpppo_small_5agents_mixed_phenotype_oracle,49,7,1011,0,0.8000,0.0163,1013,0.8588,0,0,0.0624,0.0000
1423,mlpppo_small_5agents_mixed_phenotype_oracle,50,3,1102,0,1.0000,0.0000,1105,0.8395,0,0,0.0337,0.0000
1424,mlpppo_small_5agents_mixed_phenotype_oracle,50,4,890,0,1.0000,0.0000,892,0.8192,0,0,0.0747,0.0000
1425,mlpppo_small_5agents_mixed_phenotype_oracle,50,3,983,0,1.0000,0.0000,983,0.7908,0,0,0.0834,0.0000
1426,mlpppo_small_5agents_mixed_phenotype_oracle,46,5,837,0,0.8000,0.0696,839,0.8395,0,0,0.1373,0.0000
1427,mlpppo_small_5agents_mixed_phenotype_oracle,50,10,1084,0,1.0000,0.0000,1084,0.8649,0,0,0.1040,0.0000
