run,total_food,food_competition_events,proximity_events,agents_alive_at_end,mean_success,food_gini_coefficient,social_feeding_events,aggregation_index,alarm_evasion_events,food_sharing_events,territorial_index,alarm_response_rate
3442,48,5,938,0,0.8000,0.0333,0,0.8371,0,0,0.0974,0.0000
3443,45,9,1216,0,0.6000,0.0711,0,0.8720,0,0,0.0646,0.0000
3444,50,7,903,0,1.0000,0.0000,0,0.8561,0,0,0.0566,0.0000
3445,41,3,890,0,0.8000,0.1756,0,0.7939,0,0,0.2792,0.0000
3446,46,7,1275,0,0.4000,0.0435,0,0.8691,0,0,0.0912,0.0000
3447,49,7,981,0,0.8000,0.0163,0,0.8041,0,0,0.0512,0.0000
3448,45,7,1047,0,0.8000,0.0889,0,0.8360,0,0,0.1369,0.0000
3449,48,12,1206,0,0.6000,0.0250,0,0.8473,0,0,0.0506,0.0000
3450,50,4,860,0,1.0000,0.0000,0,0.7527,0,0,0.0882,0.0000
3451,45,6,1288,0,0.4000,0.0533,0,0.8613,0,0,0.0916,0.0000
3452,49,5,1126,0,0.8000,0.0163,0,0.8272,0,0,0.0536,0.0000
3453,49,8,1288,0,0.8000,0.0163,0,0.8698,0,0,0.1123,0.0000
3454,41,7,1211,0,0.6000,0.1659,0,0.8723,0,0,0.1233,0.0000
3455,49,10,1069,0,0.8000,0.0163,0,0.8568,0,0,0.0562,0.0000
3456,50,7,899,0,1.0000,0.0000,0,0.8043,0,0,0.1396,0.0000
3457,49,5,1043,0,0.8000,0.0163,0,0.8214,0,0,0.1290,0.0000
3458,50,9,1101,0,1.0000,0.0000,0,0.8411,0,0,0.0623,0.0000
3459,50,5,740,0,1.0000,0.0000,0,0.7625,0,0,0.1132,0.0000
3460,50,8,1043,0,1.0000,0.0000,0,0.8469,0,0,0.0724,0.0000
3461,46,5,1184,0,0.6000,0.0609,0,0.8913,0,0,0.0645,0.0000
3462,47,12,1296,0,0.8000,0.0511,0,0.8463,0,0,0.0482,0.0000
3463,50,4,807,0,1.0000,0.0000,0,0.7450,0,0,0.0974,0.0000
3464,48,3,1247,0,0.8000,0.0333,0,0.8616,0,0,0.0974,0.0000
3465,50,3,928,0,1.0000,0.0000,0,0.7847,0,0,0.1241,0.0000
3466,47,9,1186,0,0.6000,0.0426,0,0.8506,0,0,0.0547,0.0000
3467,50,4,1073,0,1.0000,0.0000,0,0.8075,0,0,0.0598,0.0000
3468,50,3,946,0,1.0000,0.0000,0,0.8167,0,0,0.1289,0.0000
3469,46,4,1321,0,0.4000,0.0435,0,0.8950,0,0,0.0686,0.0000
3470,47,8,1258,0,0.6000,0.0426,0,0.8298,0,0,0.1520,0.0000
3471,43,9,1157,0,0.6000,0.1023,0,0.8643,0,0,0.1019,0.0000
3472,50,3,874,0,1.0000,0.0000,0,0.7750,0,0,0.1066,0.0000
3473,47,10,968,0,0.8000,0.0511,0,0.8310,0,0,0.0766,0.0000
3474,50,5,774,0,1.0000,0.0000,0,0.7806,0,0,0.1242,0.0000
3475,40,10,1312,0,0.2000,0.1400,0,0.8760,0,0,0.0927,0.0000
3476,50,9,957,0,1.0000,0.0000,0,0.8076,0,0,0.0519,0.0000
3477,50,4,827,0,1.0000,0.0000,0,0.7318,0,0,0.1199,0.0000
3478,50,5,1136,0,1.0000,0.0000,0,0.8272,0,0,0.0479,0.0000
3479,49,10,1048,0,0.8000,0.0163,0,0.8415,0,0,0.0786,0.0000
3480,47,4,1121,0,0.8000,0.0511,0,0.8431,0,0,0.0883,0.0000
3481,50,8,937,0,1.0000,0.0000,0,0.8158,0,0,0.0759,0.0000
3482,39,8,1329,0,0.2000,0.0923,0,0.8851,0,0,0.1025,0.0000
3483,49,9,1153,0,0.8000,0.0163,0,0.8689,0,0,0.0763,0.0000
3484,46,5,1154,0,0.6000,0.0609,0,0.8799,0,0,0.0828,0.0000
3485,49,1,949,0,0.8000,0.0163,0,0.8199,0,0,0.0442,0.0000
3486,50,4,781,0,1.0000,0.0000,0,0.7916,0,0,0.0520,0.0000
3487,50,3,644,0,1.0000,0.0000,0,0.7443,0,0,0.0722,0.0000
3488,50,8,947,0,1.0000,0.0000,0,0.8048,0,0,0.1212,0.0000
3489,49,5,946,0,0.8000,0.0163,0,0.8612,0,0,0.0803,0.0000
3490,50,7,969,0,1.0000,0.0000,0,0.8316,0,0,0.1173,0.0000
3491,46,8,1255,0,0.6000,0.0522,0,0.8733,0,0,0.1111,0.0000
